2018-11-16 22:29:31,b'Thank you to @BizXmagazine for the \xe2\x9d\xa4\xef\xb8\x8f in this months magazine \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaf. \n.\n.\n.\n.\n.\n.\n.\n.\n#grandopening #yqg #essex\xe2\x80\xa6 https://t.co/RmSraWZBS3'
2018-11-16 22:27:47,b'Thank you to @BizXmagazine for the \xe2\x9d\xa4\xef\xb8\x8f in this months magazine \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x92\xaf. \n.\n.\n.\n.\n.\n.\n.\n.\n#grandopening #yqg #essex\xe2\x80\xa6 https://t.co/8Suo8ySbgL'
2018-11-16 21:23:21,b'RT @fuseboxgames: Fusebox has officially moved office! \xf0\x9f\x8f\xa0\xf0\x9f\x8e\x89 Our team is settling in nicely and loving their new home \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f #FuseboxGames #NewOf\xe2\x80\xa6'
2018-11-16 21:04:52,b'RT @fuseboxgames: Fusebox has officially moved office! \xf0\x9f\x8f\xa0\xf0\x9f\x8e\x89 Our team is settling in nicely and loving their new home \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f #FuseboxGames #NewOf\xe2\x80\xa6'
2018-11-16 20:51:21,b'#workfromanywhere #contentwriting #newoffice Are you loving the new world of work? #digitallife https://t.co/dXH46LX0AE'
2018-11-16 20:39:29,b'The day is finally here! Opening new office!\xe2\x9c\x8d\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\xa4\xa9\xf0\x9f\xa4\x97\n.\n.\n.\n.\n#newoffice #entrepreneurship #beyourownboss #ringearner\xe2\x80\xa6 https://t.co/FkPFTX2ocm'
2018-11-16 20:29:01,"b'RT @ARCLtd2007: Another successful office move completed \xe2\x9c\x85\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n\nNot only can we build you a new office but We offer space planning, offic\xe2\x80\xa6'"
2018-11-16 20:22:41,b'RT @fuseboxgames: Fusebox has officially moved office! \xf0\x9f\x8f\xa0\xf0\x9f\x8e\x89 Our team is settling in nicely and loving their new home \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f #FuseboxGames #NewOf\xe2\x80\xa6'
2018-11-16 20:08:03,b'Follow @ofwllc on #Instagram for more visual #officeideas &amp; our #local team around #Chattanooga!\xe2\x80\xa6 https://t.co/eYPWDUtAG7'
2018-11-16 20:02:01,"b'We had the opportunity to work with a #Birmingham #company, #reconfiguring an existing #workplace to make room for\xe2\x80\xa6 https://t.co/plMCRdjHKy'"
2018-11-16 20:01:20,b'RT @fuseboxgames: Fusebox has officially moved office! \xf0\x9f\x8f\xa0\xf0\x9f\x8e\x89 Our team is settling in nicely and loving their new home \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f #FuseboxGames #NewOf\xe2\x80\xa6'
2018-11-16 20:00:59,b'Fusebox has officially moved office! \xf0\x9f\x8f\xa0\xf0\x9f\x8e\x89 Our team is settling in nicely and loving their new home \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f #FuseboxGames\xe2\x80\xa6 https://t.co/z4WSeNZ2k7'
2018-11-16 19:58:10,b'How #building #design is better adapting to #local climes https://t.co/H42AKOp3kf #office #offices #workplace\xe2\x80\xa6 https://t.co/bY8bC9CffI'
2018-11-16 19:04:44,"b""Great food, outlets galore, and #coldbrew ... what's not to love? This could be the beginning of something wonderfu\xe2\x80\xa6 https://t.co/0WFKv47JhT"""
2018-11-16 18:01:11,b'Very happy with how this site worked out for our clients. Professional and clean. Stop by their new office on 321 M\xe2\x80\xa6 https://t.co/99ag8B2qOe'
2018-11-16 17:32:13,b'How to Accelerate the Cadence of #Collaboration https://t.co/vBIUrm3cyX #office #offices #workplace #workspace\xe2\x80\xa6 https://t.co/MMwQCw5yqe'
2018-11-16 17:30:27,b'[NEWS]\n\xf0\x9f\x93\xa2#Newoffice opening! Destination Singapore! =&gt; https://t.co/RYzpadquq0 #analytics #makeanimpact'
2018-11-16 17:27:02,b'How to Increase the #Efficiency of Your #Meeting Spaces https://t.co/eeTPX3PvMt #office #offices #workplace\xe2\x80\xa6 https://t.co/pg2h7PsvKU'
2018-11-16 17:14:07,"b'RT @ARCLtd2007: Another successful office move completed \xe2\x9c\x85\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n\nNot only can we build you a new office but We offer space planning, offic\xe2\x80\xa6'"
2018-11-16 16:48:56,"b""RT @GalinaVincenot: Guess where's the #newoffice of #lappartpr ? Right! In #Moscow !\nCongratulations @lappartpr !\n#pressday #lappartprmosco\xe2\x80\xa6"""
2018-11-16 16:45:17,"b'RT @BlueBite: At Blue Bite, we #workhardplayhard. Our first company #happyhour at the #NewOffice was a huge success! Few surprises \xf0\x9f\x8f\x93 and lo\xe2\x80\xa6'"
2018-11-16 16:45:09,b'\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! =&gt; https://t.co/yPhsPPYeNN #analytics #makeanimpact'
2018-11-16 15:58:33,b'Happy Friday!  \n\nGreg Edson\n#cleanteeth #juiceland #newoffice https://t.co/Z6bku5tq28'
2018-11-16 15:06:55,"b""RT @Gavurin: Nearing the end of our first full week at @RacquetsCourt \nIt's been great so far, some really great articles and lots to look\xe2\x80\xa6"""
2018-11-16 15:06:29,"b""Nearing the end of our first full week at @RacquetsCourt \nIt's been great so far, some really great articles and lo\xe2\x80\xa6 https://t.co/0MF4kH5CWg"""
2018-11-16 14:13:44,b'Checking on these boys to see if they\xe2\x80\x99re working hard or barely working. #newoffice #fromgroundup \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb \xf0\x9f\x93\xb7 @mderricote https://t.co/gBtZj4bGpz'
2018-11-16 14:03:58,b'See how @CempaCare (formerly #Chattanooga Cares) is striving to accommodate their #patients and growing #outreach t\xe2\x80\xa6 https://t.co/PcIXm8O0ru'
2018-11-16 13:49:06,"b'RT @G3Insure: Sign is up at the new @G3Insure office; we are now based on the Barrowmore Enterprise Estate, Great Barrow, Chester  #newoffi\xe2\x80\xa6'"
2018-11-16 13:12:33,b'Another successful office move completed \xe2\x9c\x85\xf0\x9f\x91\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n\nNot only can we build you a new office but We offer space plannin\xe2\x80\xa6 https://t.co/FjnrNyvu8o'
2018-11-16 13:06:39,b'New office. New adventures. New memories! \n\nIts been 3 weeks since the big move to our new office!\xe2\x80\xa6 https://t.co/DGjkqcUYkX'
2018-11-16 12:38:04,"b'Loving my new desk position. One week next to Mike was enough. I did get him a little plant to say bye though, just\xe2\x80\xa6 https://t.co/Z9q7R2aXHH'"
2018-11-16 12:23:12,"b'Did you know we have relocated to 1st Floor, Castlewood Centre, Castle Street Sligo. Our new phone number is 071914\xe2\x80\xa6 https://t.co/CJuw6Qq1ZX'"
2018-11-16 12:23:09,b'How exciting for everyone at Maguire Family Law!! Bring on the new challenge in Knutsford! Anyone local to Knutsfor\xe2\x80\xa6 https://t.co/5dwfcKqKj2'
2018-11-16 11:37:06,b'RT @TJMProjectsLtd: So yesterday we #visited this #beauty #grade2listed #cityspace #office #newoffice #watchthisspace #fitout #refurbishmen\xe2\x80\xa6'
2018-11-16 11:30:14,b'[NEWS]\nBringing industry-leading #sociallistening &amp; #analytics to the #APAC region!\nSay hello to Talkwalker in Sing\xe2\x80\xa6 https://t.co/otWBzgskRq'
2018-11-16 11:26:11,"b""RT @iskriva: We are proudly inviting you to join our New Year's Housewarming Party in our new office! #party #newoffice #invitation @interr\xe2\x80\xa6"""
2018-11-16 10:25:47,b'\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! =&gt; https://t.co/Waf6Ddd4fI #analytics #makeanimpact'
2018-11-16 10:18:31,"b""We are proudly inviting you to join our New Year's Housewarming Party in our new office! #party #newoffice\xe2\x80\xa6 https://t.co/vNpwD0JqPz"""
2018-11-16 10:17:51,b'i can\xe2\x80\x99t go back to yesterday because I was a different person then\n\n#newoffice https://t.co/EzOolygUnr'
2018-11-16 09:33:45,"b""Guess where's the #newoffice of #lappartpr ? Right! In #Moscow !\nCongratulations @lappartpr !\n#pressday\xe2\x80\xa6 https://t.co/Vem6uGyLkd"""
2018-11-16 09:08:58,b'RT @Clarkelee1: #Goodluck to all \xe2\x81\xa6@gtpartnerships\xe2\x81\xa9 #WestMidlands #Staff moving into there #NewOffice #today #exciting time for all #regener\xe2\x80\xa6'
2018-11-16 08:40:15,"b'RT @Cloudalize: Have you already heard that we have opened a new office in #NYC \xf0\x9f\x97\xbd? Since we could not contain our enthusiasm, we decided to\xe2\x80\xa6'"
2018-11-16 08:21:53,b'#Goodluck to all \xe2\x81\xa6@gtpartnerships\xe2\x81\xa9 #WestMidlands #Staff moving into there #NewOffice #today #exciting time for all\xe2\x80\xa6 https://t.co/ppbfGuMcaQ'
2018-11-16 08:20:35,b'We are shifting to our new office. :) \nIt is a great feeling indeed!\n\n#FridayFeeling #NewOffice #DesignStudio https://t.co/NEA7Pm76Dc'
2018-11-16 05:08:43,"b'We don\xe2\x80\x99t know what we\xe2\x80\x99re more excited about, the fact that\xe2\x80\x99s it #friday or being in our #newoffice \xf0\x9f\x8f\xa1\xf0\x9f\x8d\xbe\xe2\x80\xa6 https://t.co/V5CXJY8UBy'"
2018-11-16 02:30:05,"b""One week in and our New Zealand team have definitely made themselves at home. With our recent team expansion we've\xe2\x80\xa6 https://t.co/Jd4Qf5e1UK"""
2018-11-15 23:02:05,b'Follow @ofwllc on #Instagram for more visual #officeideas &amp; our #local team around #Chattanooga!\xe2\x80\xa6 https://t.co/df4WOG5YPO'
2018-11-15 22:55:00,b'How to #Facilitate #Collaboration in All the Ways it Occurs https://t.co/GbzK6hGFqN #office #offices #workplace\xe2\x80\xa6 https://t.co/vWs5pZUdCn'
2018-11-15 22:40:00,"b'Forget FaceTime, Let\xe2\x80\x99s Gear it for Face-to-Face Time \xc2\xa0 https://t.co/6o9lyBkJK3 #office #offices #workplace\xe2\x80\xa6 https://t.co/a6aucQnGS0'"
2018-11-15 22:20:42,b'RT @PRSolicitors: We can officially announce that our Stratford office is now fully open and operational! Call us now on 02080495888 or for\xe2\x80\xa6'
2018-11-15 22:02:27,b'RT @NetAppME: We are happy to welcome our #PerfectPartner @AptecC at the new #NetApp office in #SaudiArabia. Thanks for visiting us! #NewOf\xe2\x80\xa6'
2018-11-15 21:45:38,b'RT @TJMProjectsLtd: So yesterday we #visited this #beauty #grade2listed #cityspace #office #newoffice #watchthisspace #fitout #refurbishmen\xe2\x80\xa6'
2018-11-15 21:38:09,"b'At Blue Bite, we #workhardplayhard. Our first company #happyhour at the #NewOffice was a huge success! Few surprise\xe2\x80\xa6 https://t.co/bH06Qirr3K'"
2018-11-15 21:26:17,b'Office Interior Remodeling Progress\n\nhttps://t.co/xogbnajtI6\n\n#KlugerArchitects #NewOffice #Progress https://t.co/BL9ltOnbTZ'
2018-11-15 20:24:04,b'New Office in Vietnam.....Our second one in less than 2 years.!!!     For the full release https://t.co/51pSHKfO0M\xe2\x80\xa6 https://t.co/a0ZrRv6W4z'
2018-11-15 18:33:17,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 18:17:13,b'RT @CarolynBlunt: On route to join @LeonBolandERR in Toronto for the next chapter in the growth of @realresults101 I always did love maple\xe2\x80\xa6'
2018-11-15 18:10:04,b'[NEWS]\nBringing industry-leading #sociallistening &amp; #analytics to the #APAC region!\nSay hello to Talkwalker in Sing\xe2\x80\xa6 https://t.co/W0vVFuy6Na'
2018-11-15 18:00:54,b'RT @MatthieuVanRoy: It\xe2\x80\x99s official! Talkwalker is now bringing the best of #sociallistening &amp; #analytics to the #APAC region. We\xe2\x80\x99re delighte\xe2\x80\xa6'
2018-11-15 17:10:30,b'We believe the #solution to cultivating #effective #learning #environments is to provide people with #choices about\xe2\x80\xa6 https://t.co/sbaWmTMw9Q'
2018-11-15 17:03:08,b'#WorkplaceWeek Takes a Bite Out of the #BigApple https://t.co/m3lAc7xI7Q #office #offices #workplace #workspace\xe2\x80\xa6 https://t.co/nzOJNeddk6'
2018-11-15 17:01:00,"b'Join Ken N, Block Asia Managing Director on 16th Nov 2pm at @HuobiGlobal  new Singapore office! Be the first to vis\xe2\x80\xa6 https://t.co/PQMyntUcpB'"
2018-11-15 16:15:10,b'Finally my new office and meeting room is ready to be painted - building work is so difficult to live with but like\xe2\x80\xa6 https://t.co/jl89613L2S'
2018-11-15 15:56:10,b'RT @OberhauserLaw: #ANNOUNCEMENT #NEW #UPDATE We Are Excited To Announce We Have Officially Moved! \xf0\x9f\x9a\x9a Come Visit Us In Our New Office Locati\xe2\x80\xa6'
2018-11-15 15:55:08,"b'#NewOffice\nAll settled in at our new office in Lisbon!\nMeet our team, now ready to provide the best service from Po\xe2\x80\xa6 https://t.co/uGhjNCYRUD'"
2018-11-15 15:10:15,"b""New Project Profile on the HWY 58 Volunteer Fire Department's #Training Center Expansion! https://t.co/fiGliPTmIY\xe2\x80\xa6 https://t.co/pKq7TY0yPj"""
2018-11-15 15:02:47,b'RT @NetAppME: We are happy to welcome our #PerfectPartner @AptecC at the new #NetApp office in #SaudiArabia. Thanks for visiting us! #NewOf\xe2\x80\xa6'
2018-11-15 14:32:48,"b'Gexcon Perth is now open!!  Here is the the Norwegian Ambassador to Austraila, Ambassador Paul, doing the honours.\xe2\x80\xa6 https://t.co/J9uGR2wMrG'"
2018-11-15 14:17:56,b'It\xe2\x80\x99s official! Talkwalker is now bringing the best of #sociallistening &amp; #analytics to the #APAC region. We\xe2\x80\x99re deli\xe2\x80\xa6 https://t.co/weJM4quKOo'
2018-11-15 13:59:50,b'\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! \n https://t.co/ZXsTMkVMCD #analytics #makeanimpact'
2018-11-15 13:58:15,b'[NEWS]\n\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! =&gt; https://t.co/m2ok2mjJ8F #analytics #makeanimpact'
2018-11-15 13:19:53,"b""Unsure how to set up your new office? We've got you covered! https://t.co/ju2N4m5HUC #OfficeManagement #NewOffice"""
2018-11-15 13:14:20,b'[NEWS]\n\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! =&gt; https://t.co/P8tC6ezxvJ #analytics #makeanimpact\nhttps://t.co/7P8AV1VEUK'
2018-11-15 13:14:13,b'RT @Talkwalker: [NEWS]\nWe\xe2\x80\x99re on a mission to make GLOBAL impact!\nTalkwalker\xe2\x80\x99s now in Singapore! =&gt; https://t.co/RYzpadquq0 #newoffice #soci\xe2\x80\xa6'
2018-11-15 13:12:47,b'\xf0\x9f\x93\xa2#Newoffice opening!\n https://t.co/uFzuXDO1BH'
2018-11-15 13:10:22,b'[NEWS]\n\xf0\x9f\x93\xa2#Newoffice opening!\nTalkwalker has arrived in Singapore! =&gt; https://t.co/86QIbY6Jbs #analytics #makeanimpact'
2018-11-15 13:04:25,b'[NEWS]\nWe\xe2\x80\x99re on a mission to make GLOBAL impact!\nTalkwalker\xe2\x80\x99s now in Singapore! =&gt; https://t.co/RYzpadquq0 #newoffice #sociallistening'
2018-11-15 12:49:09,"b""RT @AstonShaw: IT'S FINISHED! The outside of our King's Lynn office is all done and we think it looks great! Now work begins on the inside.\xe2\x80\xa6"""
2018-11-15 12:42:05,b'@cocoloramen - japanese soups with home-made noodles and authentic environment. One of the best #ramen in town. Now\xe2\x80\xa6 https://t.co/2px5KCaeKi'
2018-11-15 12:41:12,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 12:39:32,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 12:26:49,"b""RT @Jessicalinton86: When everyone's desk @nrsinews needs to be a little to the right #newoffice #teamwork https://t.co/LqnG6i1FvA"""
2018-11-15 12:24:58,b'Our new RecruitEasy office based in Devon #newoffice #recruiting #recruitmentagency #constructionagency #newhome\xe2\x80\xa6 https://t.co/Yc8VevQ8cj'
2018-11-15 12:19:33,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 12:13:06,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 12:07:48,b'We can officially announce that our Stratford office is now fully open and operational! Call us now on 02080495888\xe2\x80\xa6 https://t.co/cGNawEFpNq'
2018-11-15 12:05:10,b'We can officially announce that our Stratford office is now fully open and operational! Call us now on 02080495888\xe2\x80\xa6 https://t.co/7I4V4QHlQH'
2018-11-15 11:59:14,b'RT @PwCUKRealEstate: I spy finishes starting to go in..\xf0\x9f\x91\x80 #Cambridge #PwC #NewOffice #Exciting @SianSteele @PwC_SouthEast https://t.co/o9U2p\xe2\x80\xa6'
2018-11-15 11:50:01,"b""RT @roiback: We're really excited about our new office in Lisbon and wish all the best to our amazing Portuguese team! https://t.co/XLd0eJU\xe2\x80\xa6"""
2018-11-15 11:39:01,b'We are happy to welcome our #PerfectPartner @AptecC at the new #NetApp office in #SaudiArabia. Thanks for visiting\xe2\x80\xa6 https://t.co/JOw6jrgwaK'
2018-11-15 10:09:01,"b'RT @G3Insure: Sign is up at the new @G3Insure office; we are now based on the Barrowmore Enterprise Estate, Great Barrow, Chester  #newoffi\xe2\x80\xa6'"
2018-11-15 09:02:15,"b'Sign is up at the new @G3Insure office; we are now based on the Barrowmore Enterprise Estate, Great Barrow, Chester\xe2\x80\xa6 https://t.co/cnIKGNHznq'"
2018-11-15 03:18:36,"b""How about those ceilings \xf0\x9f\x98\x8d Painting is almost done and floors are ready for installation. We can't wait to move in\xe2\x80\xa6 https://t.co/FveydgGh3n"""
2018-11-15 01:08:19,"b'RT @jmelikidse: When setting up your new office,  always leave ample room for a collaborator.\n\n#NewOffice #OldWritingPartner\n#WRAC18 https:\xe2\x80\xa6'"
2018-11-15 00:03:08,b'Pretty in Pink \xf0\x9f\x8c\xb8 #BossBabe #NewOffice @ Edges Salon and Spa https://t.co/YPGdmwtxpy'
2018-11-14 23:29:20,b'RT @tcnuk: Lovely office space available in Norwich @Fuel_Studios #norwichcreatives #norwich #tcnplaces #newoffice https://t.co/iVlBo3kN3A'
2018-11-14 23:00:07,b'Follow @ofwllc on #Instagram for more visual #officeideas &amp; our #local team around #Chattanooga!\xe2\x80\xa6 https://t.co/EcqEaf2Uue'
2018-11-14 22:52:38,b'New Corporate Office Exterior Conceptual Design\n \nhttps://t.co/6rUEQjLFnx\n\n#KlugerArchitects #LosAngelesCA\xe2\x80\xa6 https://t.co/7APPLHJrYJ'
2018-11-14 20:21:07,b'Good omens.\n\n#tallconcepts #newoffice #comingsoon #encinitas #digitalagency @ Encinitas Technology Center https://t.co/CzWhzMijg2'
2018-11-14 20:15:09,b'I \xe2\x9d\xa4\xef\xb8\x8f my colleagues. Although I do love \xe2\x80\x98a room of my own\xe2\x80\x99 \xf0\x9f\x98\xac #newoffice #withachalkboard #AcademicTwitter https://t.co/UipgFmZIa3'
2018-11-14 18:18:29,"b'When setting up your new office,  always leave ample room for a collaborator.\n\n#NewOffice #OldWritingPartner\n#WRAC18 https://t.co/aW6060Zi1N'"
2018-11-14 18:10:57,b'Love love love brick interior walls!!! I would live to have an office like this one. \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d. And that hanging quote is\xe2\x80\xa6 https://t.co/QDpCIOLT3A'
2018-11-14 18:10:00,"b'If you commute into Waterloo everyday, why go any further when we\xe2\x80\x99ve got desks available for you to use. Get in tou\xe2\x80\xa6 https://t.co/VQwkD5B3iK'"
2018-11-14 17:09:28,b'See how @CempaCare (formerly #Chattanooga Cares) is striving to accommodate their #patients and growing #outreach t\xe2\x80\xa6 https://t.co/K0Zv4O5nst'
2018-11-14 17:08:30,b'RT @tcnuk: Lovely office space available in Norwich @Fuel_Studios #norwichcreatives #norwich #tcnplaces #newoffice https://t.co/iVlBo3kN3A'
2018-11-14 17:00:49,b'Lovely office space available in Norwich @Fuel_Studios #norwichcreatives #norwich #tcnplaces #newoffice https://t.co/iVlBo3kN3A'
2018-11-14 16:59:06,b'The new informal https://t.co/QbgAsRC760 by @stylepark #office #offices #workplace #workspace #officedesign\xe2\x80\xa6 https://t.co/NcEEMTgouG'
2018-11-14 14:39:38,b'How to #Facilitate #Collaboration in All the Ways it Occurs https://t.co/tprMcZ6QHu #office #offices #workplace\xe2\x80\xa6 https://t.co/QMKmTueslP'
2018-11-14 14:22:51,"b'MES President &amp; CEO Hiten Shah announced the opening of the new office in Lewis Center, Ohio. See more information\xe2\x80\xa6 https://t.co/5qopqhQdEM'"
2018-11-14 14:21:17,"b'RT @GordonLeney: Something I started a couple of years ago, just completed. #cityoflondon #newoffice #portlandstone #greatwinchesterstreet\xe2\x80\xa6'"
2018-11-14 14:14:02,"b""Reckon you've got it all sussed? \n\nHere's what you don't know about moving offices: \nhttps://t.co/FtIQcZSdmP\xe2\x80\xa6 https://t.co/KFEGqXhzaD"""
2018-11-14 14:10:46,b'Excited when your new office comes together \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #newoffice #happyclient #betterservice #eixample #barcelona #spain\xe2\x80\xa6 https://t.co/WqbamSGkdp'
2018-11-14 13:35:20,"b'Media Relations *\n\nThe digital identity manager, Dashlane, opened an office in Lisbon and has plans to make 40 new\xe2\x80\xa6 https://t.co/Kq5ioSvzby'"
